text,category,priority,sentiment,resolution_time
There is wrong billing for herbal capsules also I think energy drink is contaminated because I got nausea not happy,Trade,Medium,0.167,45
I want to complain The box arrived wet extremely upset this is not acceptable,Packaging,Low,-0.375,52
This is to inform you I used weight loss supplement and got burning sensation because This herbal capsules feels fake worst experience,Product,Medium,-0.667,16
Packaging is completely seal missing,Packaging,Low,0.0,94
This is to inform you This herbal capsules feels fake so The box arrived torn,Product,Medium,-0.444,47
I used herbal capsules and got nausea also This weight loss supplement feels expired,Product,Medium,0.0,21
"No issues, product is perfect",Trade,Low,0.375,95
Honestly There is price confusion for vitamin tablets this is not acceptable,Trade,Low,0.0,61
Facing issue The box arrived leaking so I think vitamin tablets is tastes bad because I got stomach pain angry,Packaging,Medium,-0.643,23
Very satisfied with service,Packaging,Low,0.444,90
I need help This energy drink feels smells weird plus I used weight loss supplement and got burning sensation not happy,Product,Low,0.167,79
"No issues, product is perfect",Packaging,Low,0.375,84
I need help This immunity booster feels low quality not happy,Product,Low,0.167,119
"Very bad experience After using immunity booster, I faced skin rash even After using vitamin tablets, I faced skin rash angry urgent",Product,Medium,-0.583,34
My order has wrong billing frustrated need urgent help very bad service,Trade,Medium,-0.545,23
Nice experience overall,Product,Low,0.375,117
The box arrived leaking but This energy drink feels expired this is not acceptable,Packaging,High,0.0,10
"Honestly There is delivery delay for herbal capsules plus After using vitamin tablets, I faced headache worst experience",Trade,Medium,-0.615,43
I need help The box arrived broken plus No response about no stock,Packaging,Medium,-0.375,36
I am facing late shipment and I think immunity booster is not fresh because I got burning sensation angry need urgent help,Trade,High,-0.545,4
Facing issue The box arrived crushed because I used vitamin tablets and got stomach pain angry please fix this very bad service,Packaging,Low,-0.643,115
Very bad experience Packaging is completely broken frustrated this is not acceptable,Packaging,Medium,-0.643,16
Very satisfied with service,Product,Low,0.444,77
"This is to inform you My order has late shipment so After using weight loss supplement, I faced burning sensation",Trade,Medium,-0.286,29
I need help Seal was damaged so My order has no stock not happy,Packaging,Medium,-0.286,34
I am happy with the product,Product,Low,0.444,78
Everything is working fine,Trade,Low,0.0,68
This is to inform you I think immunity booster is smells weird because I got vomiting extremely upset,Product,Medium,-0.375,21
Honestly I am facing order not updated,Trade,Low,0.0,60
I want to complain Seal was leaking and This herbal capsules feels fake kindly resolve,Packaging,High,-0.444,3
Good packaging and good quality,Trade,Low,0.375,53
vitamin tablets order not updated so energy drink is contaminated worst experience,Trade,Medium,-0.545,29
This is to inform you I am facing order not updated not happy urgent,Trade,Medium,0.167,40
I need help protein powder packaging was torn plus I am facing order not updated please fix this,Packaging,Low,0.0,96
I want to complain vitamin tablets order not updated because I am facing delivery delay pls help asap,Trade,Medium,-0.286,45
My order has late shipment but My order has wrong billing kindly resolve,Trade,Medium,-0.286,48
Facing issue Received herbal capsules in already opened condition respond fast reply fast,Packaging,Medium,-0.286,40
Facing issue Packaging is completely torn so This immunity booster feels expired this is not acceptable very bad service,Packaging,Medium,-0.5,43
"This is to inform you The box arrived damaged and After using herbal capsules, I faced skin rash not happy very bad service",Packaging,Low,-0.5,120
Honestly Received herbal capsules in wet condition worst experience,Packaging,Low,-0.545,53
Seal was seal missing not happy,Packaging,Medium,0.167,34
I want to complain Received protein powder in damaged condition not good,Packaging,Low,-0.375,106
Delivery was fast and smooth,Packaging,Low,0.375,99
The box arrived already opened and My order has no stock worst experience,Packaging,Medium,-0.545,23
Seal was crushed also There is wrong billing for protein powder respond fast,Packaging,Low,0.0,84
Honestly weight loss supplement is contaminated so This weight loss supplement feels not fresh angry need urgent help reply fast,Product,High,-0.444,7
I used weight loss supplement and got vomiting worst experience please fix this pls help asap,Product,High,-0.545,8
Honestly Received weight loss supplement in torn condition,Packaging,Low,0.0,67
No response about delivery delay also immunity booster packaging was seal missing frustrated,Trade,High,-0.5,9
Facing issue protein powder packaging was damaged extremely upset,Packaging,Medium,-0.615,24
"I want to complain After using weight loss supplement, I faced headache this is not acceptable",Product,Low,0.0,99
"I want to complain There is no stock for weight loss supplement plus After using energy drink, I faced stomach pain not happy pls help asap",Trade,Medium,0.167,22
I need help I used energy drink and got skin rash,Product,Low,0.0,82
Very bad experience herbal capsules is contaminated angry,Product,Medium,-0.583,45
Honestly immunity booster is low quality and My order has wrong billing frustrated,Product,Low,-0.375,77
I think immunity booster is not fresh because I got dizziness worst experience very bad service,Product,Medium,-0.643,31
Everything is working fine,Product,Low,0.0,92
My order has price confusion plus The box arrived seal missing this is not acceptable not good,Trade,Medium,0.0,21
There is wrong billing for herbal capsules urgent,Trade,Medium,0.0,30
I am happy with the product,Trade,Low,0.444,58
I used weight loss supplement and got nausea angry,Product,Low,-0.444,93
There is price confusion for weight loss supplement even No response about delivery delay worst experience,Trade,Medium,-0.615,35
Facing issue immunity booster order not updated,Trade,Low,-0.286,96
immunity booster is tastes bad  urgent,Product,Medium,-0.375,18
I am happy with the product,Packaging,Low,0.444,113
This is to inform you My order has price confusion not happy please fix this,Trade,Low,0.167,114
This is to inform you This herbal capsules feels smells weird and vitamin tablets is low quality angry urgent,Product,High,-0.444,7
Delivery was fast and smooth,Product,Low,0.375,80
Honestly This energy drink feels fake because Seal was already opened not happy,Product,High,-0.375,10
Product quality is very good,Trade,Low,0.375,115
"I want to complain I am facing wrong billing but After using vitamin tablets, I faced vomiting very disappointed",Trade,Medium,-0.375,26
Good packaging and good quality,Product,Low,0.375,105
Product quality is very good,Trade,Low,0.375,60
Honestly Seal was seal missing also There is price confusion for immunity booster worst experience,Packaging,Medium,-0.545,19
I need help vitamin tablets is smells weird also My order has delivery delay not happy kindly resolve,Product,Low,-0.167,92
I want to complain My order has delivery delay extremely upset reply fast,Trade,Medium,-0.5,14
energy drink packaging was torn extremely upset,Packaging,Low,-0.375,60
This is to inform you I think herbal capsules is rotten because I got dizziness angry,Product,High,-0.444,6
Very bad experience I think protein powder is tastes bad because I got headache,Product,Low,-0.375,59
Packaging is completely torn so No response about order not updated worst experience kindly resolve,Packaging,Low,-0.545,62
This is to inform you I used vitamin tablets and got allergy because I am facing late shipment worst experience respond fast,Product,High,-0.615,3
I want to complain I am facing wrong billing,Trade,Low,0.0,100
Seal was crushed please fix this,Packaging,Low,0.0,93
weight loss supplement packaging was seal missing and Packaging is completely leaking not good,Packaging,Medium,0.0,32
